INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,LONGITUD,LATITUD,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
0390D,2019,8,OLOT (PARC NOU),440,228471,421015,0,0,0,26,0,0,0,164,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
0390D,2019,9,OLOT (PARC NOU),440,228471,421015,140,0,0,0,26,0,2,0,164,85,14,0,2,14,0,0,0,69,76,5,67,10,0,0,0,0,0,0,0,0,
0390D,2019,10,OLOT (PARC NOU),440,228471,421015,249,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,29,20,59,858,6,0,0,0,0,0,0,2,11
0390D,2019,11,OLOT (PARC NOU),440,228471,421015,52,32,59,34,0,0,8,4,9,0,0,0,0,84,0,0,0,1,0,0,0,190,6,0,0,0,0,0,0,13,
0390D,2019,12,OLOT (PARC NOU),440,228471,421015,0,0,69,698,26,0,0,0,0,0,0,4,1,0,0,0,0,0,227,16,68,0,0,0,0,0,0,0,0,0,0
0390D,2021,1,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,142,188,0,0,14,0,0,0,0,0,0,0,0,59,10,0,0,0,0,0,0,0,79,0
0390D,2021,2,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,52,0,87,0,0,0,74,47,13,0,0,0,0,0,0,80,130,0,0,0,1,0,0,,,
0390D,2021,3,OLOT (PARC NOU),440,228471,421015,0,0,0,0,139,33,26,-3,17,0,0,79,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2021,4,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,14,0,0,2,0,-4,260,0,0,2,2,0,0,0,14,0,0,0,0,2,96,2,54,267,193,
0390D,2021,5,OLOT (PARC NOU),440,228471,421015,152,3,0,0,0,0,15,0,0,62,43,0,3,4,0,39,0,5,0,0,0,0,0,0,0,0,0,0,125,225,14
0390D,2021,6,OLOT (PARC NOU),440,228471,421015,16,36,0,1,11,30,98,0,3,19,20,0,0,0,0,0,12,0,34,0,0,0,4,0,0,0,0,0,14,0,
0390D,2021,7,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,31,0,3,0,0,1,43,0,2,0,0,0,0,0,0,2,0,0,1,0,34,0,0,0,13,173
0390D,2021,8,OLOT (PARC NOU),440,228471,421015,0,850,5,235,0,0,0,0,0,0,0,71,0,2,0,0,0,0,60,0,46,2,54,0,370,0,0,0,0,76,129
0390D,2021,9,OLOT (PARC NOU),440,228471,421015,0,0,25,0,11,12,0,129,2,0,60,290,0,3,62,31,0,377,2,306,0,0,0,0,0,0,0,179,0,0,
0390D,2021,10,OLOT (PARC NOU),440,228471,421015,0,0,109,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,24
0390D,2021,11,OLOT (PARC NOU),440,228471,421015,2,0,189,2,0,0,0,0,17,389,158,32,0,0,4,3,0,0,0,0,0,0,369,191,0,0,6,0,0,0,
0390D,2021,12,OLOT (PARC NOU),440,228471,421015,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0
0390D,2022,1,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2022,2,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,56,0,0,0,0,0,0,0,0,0,,,
0390D,2022,3,OLOT (PARC NOU),440,228471,421015,0,0,0,3,12,18,4,10,0,2,190,270,2,117,27,2,20,50,17,170,110,24,2,0,0,2,0,0,260,91,172
0390D,2022,4,OLOT (PARC NOU),440,228471,421015,0,0,5,0,0,0,0,0,1,0,0,22,14,0,0,0,0,0,93,273,53,0,55,30,0,0,0,0,178,0,
0390D,2022,5,OLOT (PARC NOU),440,228471,421015,80,37,2,65,0,0,0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,8,0,0
0390D,2022,6,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,99,0,0,0,0,0,7,0,0,10,
0390D,2022,7,OLOT (PARC NOU),440,228471,421015,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,2,0,0
0390D,2022,8,OLOT (PARC NOU),440,228471,421015,0,0,0,0,142,26,79,0,0,29,0,85,199,0,20,0,727,30,0,0,0,0,0,0,49,0,14,70,0,0,50
0390D,2022,9,OLOT (PARC NOU),440,228471,421015,0,200,80,70,0,0,0,0,0,0,0,35,37,0,210,22,0,0,0,0,0,0,580,475,0,0,0,40,260,0,
0390D,2022,10,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,197,13,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0390D,2022,11,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20,131,0,2,122,0,0,0,72,0,0,0,0,0,
0390D,2022,12,OLOT (PARC NOU),440,228471,421015,0,0,1,0,0,0,0,15,38,0,0,28,25,63,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2023,1,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,52,0,0,0,0,0,0,0
0390D,2023,2,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,35,540,30,0,0,0,0,0,0,0,0,24,0,3,0,7,127,0,1,68,0,0,0,,,
0390D,2023,3,OLOT (PARC NOU),440,228471,421015,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,128,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2023,4,OLOT (PARC NOU),440,228471,421015,240,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,10,0,60,0,0,29,0,12,0,52,0,140,170,
0390D,2023,5,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,20,0,40,110,90,15,10,0,0,0,0,0,8,2,0,38,9,155,112,10,0,0,0,0,5
0390D,2023,6,OLOT (PARC NOU),440,228471,421015,30,410,450,8,115,109,0,0,0,111,2,1,120,10,0,0,6,0,0,8,0,0,0,0,0,0,15,0,140,240,
0390D,2023,7,OLOT (PARC NOU),440,228471,421015,0,10,30,45,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,90,0,0,0,0
0390D,2023,8,OLOT (PARC NOU),440,228471,421015,0,0,15,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,400,210,0,3,0,0
0390D,2023,9,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,0,0,0,190,12,15,205,0,6,0,9,45,4,2,0,0,0,0,0,0,0,0,
0390D,2023,10,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,0,2,0,0,0,1,10,0,0,0,0,0,0,18,0
0390D,2023,11,OLOT (PARC NOU),440,228471,421015,0,41,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,
0390D,2023,12,OLOT (PARC NOU),440,228471,421015,129,0,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2024,1,OLOT (PARC NOU),440,228471,421015,0,0,0,6,8,0,0,0,0,10,1,0,0,0,3,4,8,2,40,0,0,0,0,0,0,0,0,0,0,0,0
0390D,2024,3,OLOT (PARC NOU),440,228471,421015,0,96,0,0,17,0,18,60,230,0,0,0,0,2,41,0,0,0,125,0,0,2,8,6,125,40,40,0,1,88,150
0390D,2024,4,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,9,0,0,0,8,0,0,0,34,75,38,304,426,214,
0390D,2024,5,OLOT (PARC NOU),440,228471,421015,2,0,0,0,2,190,45,0,0,0,0,0,4,260,8,4,44,50,4,0,22,44,50,58,0,0,10,0,0,350,140
0390D,2024,6,OLOT (PARC NOU),440,228471,421015,55,0,27,61,0,0,2,0,30,180,126,486,0,0,0,0,0,0,95,38,29,18,0,0,0,0,0,0,20,80,
0390D,2024,7,OLOT (PARC NOU),440,228471,421015,0,0,0,0,0,124,0,0,0,0,4,8,0,0,0,0,0,0,80,0,250,0,0,0,0,0,0,0,0,0,0
0390D,2024,8,OLOT (PARC NOU),440,228471,421015,0,156,0,0,25,0,0,0,0,0,0,0,6,88,0,0,417,0,0,0,0,0,1,0,0,108,0,0,0,0,0
